factor,signal_date,Q1,Q2,Q3,Q4,Q5,Q1_minus_Q5
example_factor,2025-06-16,-0.00043468,0.00066031,0.00407451,-0.00191075,-0.00486917,0.00443449
example_factor,2025-06-17,-0.00485963,-0.00376532,-0.00926728,-0.00367737,-0.00282748,-0.00203214
example_factor,2025-06-18,-0.01458811,-0.01685102,-0.01379046,-0.01246919,-0.02040725,0.00581914
example_factor,2025-06-19,-0.00339784,-0.00508829,-0.00293052,-0.00747486,-0.01552307,0.01212523
example_factor,2025-06-20,0.01960913,0.01607386,0.01143297,0.01377606,0.02021756,-0.00060843
example_factor,2025-06-23,0.02633996,0.02324837,0.01793770,0.01263880,0.00728255,0.01905741
example_factor,2025-06-24,0.00390585,0.00752952,0.00556111,0.00363264,0.00050909,0.00339677
example_factor,2025-06-25,-0.00147977,-0.00135806,-0.00062778,-0.00443884,0.00238712,-0.00386689
example_factor,2025-06-26,0.00923120,0.00571780,0.01107253,0.00571604,-0.00122504,0.01045625
example_factor,2025-06-27,0.01270070,0.00895511,0.00841227,0.00858229,0.00915407,0.00354663
example_factor,2025-06-30,0.00412621,0.00344745,0.00645436,0.00486013,0.00825667,-0.00413046
example_factor,2025-07-01,0.00648591,0.00302441,-0.00274813,-0.00166721,-0.00900600,0.01549190
example_factor,2025-07-02,0.00556283,0.00530435,0.00424727,0.00144011,0.00525575,0.00030708
example_factor,2025-07-03,-0.00580929,-0.00791199,-0.00617975,-0.01477238,-0.01027443,0.00446514
example_factor,2025-07-04,0.01598976,0.01566719,0.01206058,0.01193486,0.00026670,0.01572306
example_factor,2025-07-07,0.00810576,0.01159136,0.01460112,0.00766831,0.00717979,0.00092596
example_factor,2025-07-08,0.00951545,-0.00137047,0.00073636,0.00024938,-0.00357661,0.01309206
example_factor,2025-07-09,0.00503510,0.00864013,0.01031196,0.00102332,-0.00460967,0.00964477
example_factor,2025-07-10,0.00204364,0.00321353,0.00054775,-0.00130077,-0.00465987,0.00670351
example_factor,2025-07-11,0.01212240,0.00871200,0.00842080,0.00246711,-0.00361963,0.01574203
example_factor,2025-07-14,-0.01086937,-0.00985415,-0.00914785,-0.00899632,-0.02029984,0.00943047
example_factor,2025-07-15,0.01086680,0.00630293,0.00441798,0.00807986,-0.00401479,0.01488160
example_factor,2025-07-16,0.00407340,0.00356953,0.00481302,0.00662284,0.00527246,-0.00119906
example_factor,2025-07-17,0.00244409,0.00306223,0.00058804,-0.00088077,0.00024304,0.00220106
example_factor,2025-07-18,0.02018848,0.02291665,0.01334949,0.01318340,0.00866342,0.01152506
example_factor,2025-07-21,0.00170867,0.00101003,0.00751353,0.00066262,0.00416750,-0.00245883
example_factor,2025-07-22,-0.00694562,-0.00283865,-0.00157519,-0.00620972,-0.01473184,0.00778622
example_factor,2025-07-23,0.01314618,0.00878343,0.01000292,0.01670782,0.00767254,0.00547365
example_factor,2025-07-24,0.00417474,0.00453307,0.00819148,0.00280581,-0.01069619,0.01487093
example_factor,2025-07-25,0.00554600,0.00170869,0.00630592,0.00249184,0.00031378,0.00523222
example_factor,2025-07-28,-0.00021418,0.00132731,-0.00306977,0.00289807,-0.00958664,0.00937246
example_factor,2025-07-29,0.00158649,-0.00068317,-0.00166100,-0.00292126,-0.00773442,0.00932091
example_factor,2025-07-30,-0.01396572,-0.01221818,-0.01088164,-0.01621867,-0.01718471,0.00321899
example_factor,2025-07-31,0.01353295,0.00854342,0.00893744,0.01119487,-0.00533429,0.01886723
example_factor,2025-08-01,0.00955380,0.00944891,0.01189106,0.00616671,0.00726646,0.00228734
example_factor,2025-08-04,0.01365749,0.01106031,0.01086552,0.01181353,0.00749182,0.00616566
example_factor,2025-08-05,0.00512541,0.00518917,0.00520760,0.00441143,-0.00470534,0.00983075
example_factor,2025-08-06,0.00107511,0.00055208,-0.00482856,0.00016926,-0.00037946,0.00145458
example_factor,2025-08-07,0.00661614,0.00697283,0.00271797,0.00312582,-0.00208981,0.00870594
example_factor,2025-08-08,0.01117680,0.01457168,0.01150659,0.01325259,0.00935196,0.00182484
example_factor,2025-08-11,-0.00156441,-0.00028042,-0.00047595,0.00268333,-0.01083391,0.00926951
example_factor,2025-08-12,-0.00172692,0.00011783,0.00261205,0.00276778,0.00648579,-0.00821271
example_factor,2025-08-13,-0.01978511,-0.01887327,-0.01937764,-0.02180236,-0.01847003,-0.00131508
example_factor,2025-08-14,0.01347562,0.01038166,0.01348084,0.01171890,0.01277304,0.00070258
example_factor,2025-08-15,0.00685509,0.01153890,0.00651603,0.01127505,0.01255583,-0.00570073
example_factor,2025-08-18,0.01185656,0.01409554,0.00580742,0.00250818,-0.00139957,0.01325613
example_factor,2025-08-19,0.01129060,0.00911223,0.01559380,0.00699039,0.00124487,0.01004573
example_factor,2025-08-20,0.00693062,0.00335121,0.00275525,-0.00277440,-0.00988540,0.01681602
example_factor,2025-08-21,-0.00312311,0.00165224,-0.00220025,0.00142354,0.00739749,-0.01052059
example_factor,2025-08-22,0.00636372,0.00431674,0.00546763,0.00276458,0.01213558,-0.00577186
example_factor,2025-08-25,0.01875488,0.01278247,0.01187318,0.00302507,-0.00411145,0.02286634
example_factor,2025-08-26,-0.02516718,-0.02493121,-0.02383063,-0.02809547,-0.02464240,-0.00052478
example_factor,2025-08-27,-0.00211305,0.00773060,0.00381970,-0.00502816,0.00458652,-0.00669957
example_factor,2025-08-28,0.00054375,-0.00105675,0.00293734,-0.00099448,-0.00523360,0.00577735
example_factor,2025-08-29,0.01463849,0.01445914,0.00472430,0.00733062,0.00939538,0.00524311
example_factor,2025-09-01,-0.00796777,-0.00339400,-0.01110853,-0.01483900,-0.01990629,0.01193853
example_factor,2025-09-02,-0.01892511,-0.01272783,-0.02081401,-0.01861988,-0.02417956,0.00525445
example_factor,2025-09-03,0.00839158,0.00551986,0.00334253,-0.00256418,-0.01438080,0.02277238
example_factor,2025-09-04,0.01623642,0.02006872,0.01840388,0.02230596,0.01896922,-0.00273280
example_factor,2025-09-05,0.01797599,0.01498904,0.01625306,0.01336923,0.00678933,0.01118666
example_factor,2025-09-08,0.00040400,-0.00242873,-0.00797380,-0.00885821,-0.00696721,0.00737120
example_factor,2025-09-09,0.00694615,0.00273781,0.00167983,0.00542089,0.00132434,0.00562180
example_factor,2025-09-10,0.00289249,0.01158536,0.01170731,0.01175990,0.01604072,-0.01314823
example_factor,2025-09-11,-0.00163379,-0.00419388,0.00060737,-0.00263195,0.00206938,-0.00370317
example_factor,2025-09-12,-0.00181600,0.00083534,-0.00274391,0.00256744,-0.00725748,0.00544148
example_factor,2025-09-15,0.00904319,0.01395297,0.00975421,0.00684279,0.00526594,0.00377724
example_factor,2025-09-16,0.00538641,-0.00419166,-0.00074099,0.00355064,-0.00149057,0.00687698
example_factor,2025-09-17,-0.01667026,-0.01935524,-0.01508875,-0.01392607,-0.01944734,0.00277708
example_factor,2025-09-18,-0.00181776,-0.00149267,-0.00136647,0.00097484,-0.01211993,0.01030218
example_factor,2025-09-19,-0.00594483,-0.00469606,-0.00303538,-0.00210720,-0.00282646,-0.00311837
example_factor,2025-09-22,-0.01099419,-0.01158828,-0.01001430,-0.01025711,-0.00536947,-0.00562472
example_factor,2025-09-23,0.01451742,0.01602728,0.01977415,0.00695212,0.00808608,0.00643134
example_factor,2025-09-24,-0.00989332,-0.00640195,-0.00232498,-0.00776703,-0.00612468,-0.00376864
example_factor,2025-09-25,0.00242430,0.00169770,-0.00219315,-0.00212538,-0.01472709,0.01715139
example_factor,2025-09-26,0.00911376,0.00679437,0.00493907,0.00920552,0.00294236,0.00617140
example_factor,2025-09-29,-0.00056045,0.00171960,-0.00009603,0.00014846,-0.00339563,0.00283518
example_factor,2025-09-30,0.00301620,0.00164981,-0.00169891,0.01037614,-0.00068862,0.00370482
example_factor,2025-10-09,0.01115681,0.01154362,0.00588893,0.00651182,-0.01630976,0.02746657
example_factor,2025-10-10,-0.00680787,-0.00557199,-0.00761172,-0.00874290,-0.00926535,0.00245748
example_factor,2025-10-13,0.00038380,-0.00074265,-0.00761611,-0.00948213,-0.01558554,0.01596934
example_factor,2025-10-14,0.01093536,0.01621634,0.01597301,0.01237181,0.00977805,0.00115731
example_factor,2025-10-15,-0.00750000,-0.00947962,-0.01031830,-0.00303545,-0.00790620,0.00040620
example_factor,2025-10-16,-0.01059111,-0.00969643,-0.01454077,-0.01378379,-0.03207284,0.02148174
example_factor,2025-10-17,0.01571556,0.01622189,0.01618362,0.02003319,0.00392719,0.01178838
example_factor,2025-10-20,0.02176333,0.01727404,0.01403361,0.01787480,0.01783401,0.00392933
example_factor,2025-10-21,0.00680358,0.00360970,0.00494644,0.00214420,0.00202374,0.00477984
example_factor,2025-10-22,0.01479252,0.00823121,0.00296874,0.00539421,-0.00642352,0.02121604
example_factor,2025-10-23,0.00065719,0.00129474,-0.00177225,-0.00121042,-0.00855515,0.00921235
example_factor,2025-10-24,0.00297762,0.00123688,0.00267708,0.00222430,0.00067074,0.00230688
example_factor,2025-10-27,0.00574200,0.00329573,0.00046613,0.00185640,-0.00500719,0.01074919
example_factor,2025-10-28,-0.00705429,-0.00069052,-0.00110639,-0.00006486,0.00474589,-0.01180018
example_factor,2025-10-29,-0.00583703,-0.01369357,-0.00874650,-0.01340562,-0.01863904,0.01280201
example_factor,2025-10-30,0.01630850,0.01424375,0.00786705,0.01130899,0.00341780,0.01289070
example_factor,2025-10-31,0.00973286,0.01811872,0.01053977,0.00632823,0.00260687,0.00712599
example_factor,2025-11-03,0.00126689,-0.00058091,-0.00082406,-0.00427911,-0.00771031,0.00897720
example_factor,2025-11-04,0.00834580,0.01269828,0.01548705,0.00808539,0.00378684,0.00455895
example_factor,2025-11-05,0.00517554,0.00374790,0.00162243,0.00416243,0.00043110,0.00474444
example_factor,2025-11-06,0.00395989,0.00527686,0.00084385,0.00171187,-0.00212530,0.00608519
example_factor,2025-11-07,0.00945000,0.00909846,0.00030181,0.00958601,0.00475098,0.00469902
example_factor,2025-11-10,0.01059859,0.01434374,0.00733589,0.00316383,-0.00159285,0.01219144
example_factor,2025-11-11,0.00490208,0.00204565,0.00021159,-0.00497139,-0.00674404,0.01164612
example_factor,2025-11-12,0.01270984,0.00773850,0.01512452,0.01152561,0.00915009,0.00355975
example_factor,2025-11-13,0.00521497,0.00553975,-0.00353394,-0.00136825,-0.01478911,0.02000408
example_factor,2025-11-14,0.00177007,0.00045391,0.00581505,0.00019078,-0.00420434,0.00597441
example_factor,2025-11-17,-0.00434918,-0.00807287,-0.00867641,-0.01731708,-0.01422448,0.00987529
example_factor,2025-11-18,-0.01151972,-0.01102702,-0.01612035,-0.01339330,-0.00793265,-0.00358707
example_factor,2025-11-19,-0.00397077,-0.00547605,-0.00477844,-0.00915036,-0.01253393,0.00856316
example_factor,2025-11-20,-0.03787131,-0.03628724,-0.03600235,-0.03879623,-0.05044850,0.01257718
example_factor,2025-11-21,0.01676452,0.01497325,0.01048954,0.00872825,0.00210272,0.01466180
example_factor,2025-11-24,0.00944080,0.00898717,0.01142632,0.01169188,0.01328579,-0.00384500
example_factor,2025-11-25,-0.00489171,-0.00458313,-0.00456335,-0.00462557,-0.01052879,0.00563708
example_factor,2025-11-26,0.00807488,0.00601308,0.00372725,0.00288404,-0.00596122,0.01403610
example_factor,2025-11-27,0.01269286,0.01580836,0.01051226,0.01056458,0.00204480,0.01064806
example_factor,2025-11-28,0.00611197,0.00511193,0.01056920,0.00002108,0.00491329,0.00119867
example_factor,2025-12-01,-0.00074117,-0.00315447,-0.00567524,-0.00813847,-0.00781574,0.00707456
example_factor,2025-12-02,-0.00327433,-0.00389388,-0.00282822,-0.00962295,-0.00601666,0.00274233
example_factor,2025-12-03,-0.00979109,-0.00355640,-0.01028553,-0.01629197,-0.02101571,0.01122463
example_factor,2025-12-04,0.01374426,0.01083263,0.00851119,0.01220059,0.00300282,0.01074143
example_factor,2025-12-05,0.00193768,0.00355609,0.00415844,0.00799297,0.00465122,-0.00271354
example_factor,2025-12-08,-0.00332663,-0.00632139,-0.00982815,-0.00573948,-0.01107595,0.00774932
example_factor,2025-12-09,-0.00403169,0.00034387,-0.00151526,-0.00179080,-0.00320784,-0.00082385
example_factor,2025-12-10,-0.01133460,-0.01583433,-0.01504218,-0.02166033,-0.02185785,0.01052326
example_factor,2025-12-11,0.00022016,-0.00112016,-0.00331497,-0.00247170,-0.00649232,0.00671248
example_factor,2025-12-12,0.00240006,0.00209561,0.00038377,0.00032299,-0.00677849,0.00917855
example_factor,2025-12-15,-0.01279417,-0.01747255,-0.02059194,-0.01702742,-0.02429310,0.01149893
example_factor,2025-12-16,0.00366584,0.00397837,0.00325706,0.00454435,0.00533940,-0.00167355
example_factor,2025-12-17,0.01007436,0.00630115,0.00724113,0.00236619,-0.00389966,0.01397402
example_factor,2025-12-18,0.01640702,0.01557064,0.01876825,0.01732142,0.01439431,0.00201272
example_factor,2025-12-19,0.00212705,0.00293852,0.00390128,0.00062902,0.00155281,0.00057424
example_factor,2025-12-22,-0.00567150,-0.00524472,-0.00576441,-0.00556212,-0.01008465,0.00441315
example_factor,2025-12-23,0.00892186,0.00966393,0.00741061,0.00743364,0.00716222,0.00175964
example_factor,2025-12-24,0.00875006,0.00717101,0.00428648,0.00670947,0.00315387,0.00559618
example_factor,2025-12-25,-0.00582483,-0.00348247,-0.00604344,0.00062316,0.00034623,-0.00617105
example_factor,2025-12-26,-0.00138139,-0.00023725,-0.00345524,0.00140864,-0.00150181,0.00012042
example_factor,2025-12-29,-0.00104104,-0.00799941,-0.00781939,-0.00369305,0.00100169,-0.00204273
example_factor,2025-12-30,0.00380339,0.00267438,-0.00011729,-0.00067104,-0.00732012,0.01112351
example_factor,2025-12-31,0.01278938,0.01679646,0.01068641,0.01114878,0.00896765,0.00382173
example_factor,2026-01-05,0.00675761,0.00721717,0.01050012,0.00965873,0.01209643,-0.00533882
example_factor,2026-01-06,-0.00436578,-0.00112679,0.00046432,-0.00438139,-0.00121593,-0.00314985
example_factor,2026-01-07,0.01327466,0.01012482,0.01093124,0.01435275,0.00219972,0.01107495
example_factor,2026-01-08,0.00525267,0.00813761,0.01084445,0.01275109,0.01435684,-0.00910416
example_factor,2026-01-09,0.01131235,0.01046564,0.01107814,0.01484514,0.02292282,-0.01161047
example_factor,2026-01-12,0.00345658,0.00191753,-0.00132120,-0.00880839,-0.01833902,0.02179561
example_factor,2026-01-13,0.00341023,0.00393395,0.00150785,0.00281891,0.00622469,-0.00281446
example_factor,2026-01-14,0.00616416,0.00708664,0.00119203,-0.00940857,-0.00904466,0.01520882
example_factor,2026-01-15,0.00351752,-0.00342736,0.00453091,-0.00709913,-0.02077084,0.02428836
example_factor,2026-01-16,0.01516414,0.01605638,0.01910388,0.01166663,0.01317227,0.00199188
example_factor,2026-01-19,0.00417550,0.00417246,0.00373424,0.00218798,-0.00566589,0.00984139
example_factor,2026-01-20,0.00684853,0.01048844,0.00579354,0.01037002,0.00389587,0.00295266
example_factor,2026-01-21,0.00888996,0.01082664,0.01516629,0.00894555,0.00683521,0.00205475
example_factor,2026-01-22,0.00682402,0.01564835,0.00821179,0.01556801,0.01046910,-0.00364509
example_factor,2026-01-23,-0.00108962,0.00245138,-0.00166295,-0.00150747,-0.01127299,0.01018337
example_factor,2026-01-26,-0.00734719,-0.00449426,-0.00278990,-0.00322457,-0.01374839,0.00640120
example_factor,2026-01-27,-0.00737994,-0.00610149,-0.00285625,-0.00636860,-0.01335234,0.00597240
example_factor,2026-01-28,-0.00201399,-0.00239460,-0.00065670,-0.00841709,-0.01526363,0.01324964
example_factor,2026-01-29,0.01343357,0.00891715,0.00863667,0.00087294,-0.01771258,0.03114616
example_factor,2026-01-30,-0.01297137,-0.01380234,-0.02169086,-0.01813834,-0.03115744,0.01818607
example_factor,2026-02-02,0.01390823,0.01388209,0.02140976,0.02069237,0.02265556,-0.00874733
example_factor,2026-02-03,0.00583249,0.01124478,0.00955580,0.00517008,-0.00226278,0.00809527
example_factor,2026-02-04,0.00408854,-0.00113095,-0.00280728,-0.01091660,-0.01644894,0.02053748
example_factor,2026-02-05,0.00592396,0.00478227,0.00906285,0.00643641,0.00561779,0.00030617
example_factor,2026-02-06,0.01045949,0.01659296,0.02079326,0.01644382,0.01685001,-0.00639051
example_factor,2026-02-09,0.00376609,0.00558339,0.00375011,0.00248346,0.00529676,-0.00153067
example_factor,2026-02-10,0.00039045,0.00194983,0.00457924,-0.00703629,-0.01458629,0.01497674
example_factor,2026-02-11,-0.01297647,-0.00842415,-0.00640981,-0.00262798,-0.00991901,-0.00305746
example_factor,2026-02-12,-0.00438488,-0.00413845,-0.00913565,-0.00958581,-0.01463255,0.01024767
example_factor,2026-02-13,0.02054200,0.02298077,0.02037674,0.01397535,0.00568088,0.01486112
example_factor,2026-02-24,0.00725895,0.00779258,0.01174586,0.01452876,0.00833036,-0.00107141
example_factor,2026-02-25,0.00326982,0.00155175,0.00270726,-0.00099643,-0.00239007,0.00565989
example_factor,2026-02-26,0.00742939,0.00571946,0.00582311,0.00683238,0.00756484,-0.00013545
example_factor,2026-02-27,-0.01862078,-0.01202198,-0.01436271,-0.01816218,-0.01865677,0.00003599
example_factor,2026-03-02,-0.01987015,-0.02274862,-0.02442509,-0.01980368,-0.02907269,0.00920255
example_factor,2026-03-03,-0.00666757,0.00198349,-0.00435739,-0.00609288,-0.02395998,0.01729241
example_factor,2026-03-04,0.01703406,0.01302602,0.01121803,0.00573756,0.00188642,0.01514764
example_factor,2026-03-05,0.03316198,0.02665022,0.01895995,0.01348350,0.00756434,0.02559765
example_factor,2026-03-06,-0.00506878,-0.00528116,-0.00606278,-0.00268228,-0.00777787,0.00270909
example_factor,2026-03-09,0.01771651,0.01695777,0.01581836,0.01074241,-0.00206101,0.01977752
example_factor,2026-03-10,-0.00163752,-0.00225787,-0.00323225,0.00446600,-0.00019479,-0.00144273
example_factor,2026-03-11,-0.00695711,-0.00110927,-0.00219082,-0.00244945,-0.01304391,0.00608680
example_factor,2026-03-12,0.00743844,-0.00119423,-0.00439916,-0.00631057,-0.01792427,0.02536271
example_factor,2026-03-13,0.00650384,-0.00101301,0.00295689,-0.00166452,-0.00361769,0.01012153
example_factor,2026-03-16,-0.01344194,-0.01647121,-0.01718833,-0.02523438,-0.01756493,0.00412299
example_factor,2026-03-17,0.01431793,0.01005417,0.00623544,0.00685568,0.00000460,0.01431333
example_factor,2026-03-18,-0.01724258,-0.01741325,-0.02368792,-0.02425848,-0.02668885,0.00944627
example_factor,2026-03-19,-0.02773838,-0.01990558,-0.01874051,-0.02513507,-0.02952629,0.00178791
example_factor,2026-03-20,-0.05567345,-0.05930973,-0.05854837,-0.05410843,-0.04864108,-0.00703237
example_factor,2026-03-23,0.04576578,0.04085968,0.03711915,0.03158384,0.02424640,0.02151938
example_factor,2026-03-24,0.02039683,0.01828822,0.01942710,0.01661221,0.01721414,0.00318269
example_factor,2026-03-25,-0.01311886,-0.01023359,-0.01208588,-0.01406741,-0.02009395,0.00697509
example_factor,2026-03-26,0.01686110,0.01257926,0.02125667,0.01477959,0.01065514,0.00620596
example_factor,2026-03-27,0.01173580,0.00852694,-0.00146126,0.00015557,-0.00729730,0.01903310
example_factor,2026-03-30,-0.00577132,-0.01492372,-0.01675360,-0.02090135,-0.02183697,0.01606566
example_factor,2026-03-31,0.01427845,0.01661432,0.01180342,0.01182548,0.00538652,0.00889193
example_factor,2026-04-01,-0.01432928,-0.01223898,-0.01348669,-0.01648220,-0.02537797,0.01104869
example_factor,2026-04-02,-0.02497601,-0.02780287,-0.02796783,-0.02507088,-0.03558501,0.01060899
example_factor,2026-04-03,0.02565256,0.02236266,0.01473751,0.02333302,0.01414186,0.01151070
example_factor,2026-04-07,0.02894500,0.02510034,0.03202319,0.03109782,0.03378515,-0.00484015
example_factor,2026-04-08,-0.01662484,-0.01576790,-0.00976225,-0.01460129,-0.00907935,-0.00754549
example_factor,2026-04-09,0.01089090,0.01054395,0.00904741,0.01700700,0.00365581,0.00723509
example_factor,2026-04-10,-0.00244561,-0.00294376,-0.00265003,-0.00369188,0.00748298,-0.00992859
example_factor,2026-04-13,0.00356576,0.00200120,0.00383263,0.00786102,0.01015042,-0.00658465
example_factor,2026-04-14,-0.00652651,-0.00425790,-0.00495979,-0.00573012,-0.01385678,0.00733027
example_factor,2026-04-15,0.01735146,0.01736146,0.01245937,0.01306665,0.01085496,0.00649650
example_factor,2026-04-16,-0.00722917,-0.00467947,-0.00447728,-0.00043969,0.00583185,-0.01306103
example_factor,2026-04-17,0.01062846,0.00820477,0.00576929,0.01214124,0.00924126,0.00138720
example_factor,2026-04-20,0.00061304,-0.00210973,-0.00274877,0.00249158,-0.00294330,0.00355634
example_factor,2026-04-21,0.00286936,-0.00424367,0.00192386,0.00196724,0.00433035,-0.00146099
example_factor,2026-04-22,-0.01274114,-0.00721933,-0.00730526,-0.00427279,-0.01347877,0.00073763
example_factor,2026-04-23,-0.00015531,0.00386802,-0.00364073,0.00027371,-0.00764373,0.00748842
example_factor,2026-04-24,0.01705512,0.00722527,0.00601131,0.00166778,0.00319127,0.01386385
example_factor,2026-04-27,0.00101447,-0.00408653,-0.00484240,-0.00888440,-0.00465692,0.00567139
example_factor,2026-04-28,0.01723800,0.01420276,0.01370128,0.01403502,0.01106210,0.00617590
example_factor,2026-04-29,0.00350705,-0.00032145,0.00233217,0.00150405,0.00330248,0.00020457
example_factor,2026-04-30,0.00265900,0.00777627,0.00232790,0.00837155,0.01629321,-0.01363422
example_factor,2026-05-06,0.00110969,0.00269588,0.01084773,0.00643825,0.01062846,-0.00951877
example_factor,2026-05-07,0.01211565,0.01132813,0.01124707,0.01174673,0.00611553,0.00600012
example_factor,2026-05-08,0.00537536,0.00206305,0.00500178,0.00743841,0.01254238,-0.00716702
example_factor,2026-05-11,-0.01405482,-0.01388033,-0.01323854,-0.00928701,-0.02088212,0.00682730
example_factor,2026-05-12,0.00237902,0.00938005,0.00303474,0.00511473,0.01070684,-0.00832782
example_factor,2026-05-13,-0.00823883,-0.01532165,-0.01003789,-0.01499429,-0.02248479,0.01424596
example_factor,2026-05-14,-0.00736963,-0.00390120,-0.00463017,-0.00863146,-0.01170625,0.00433662
example_factor,2026-05-15,0.00399702,-0.00388159,0.00348309,-0.00144317,-0.00159086,0.00558788
example_factor,2026-05-18,0.00680071,0.01274344,0.00888657,0.00995885,0.00256287,0.00423785
example_factor,2026-05-19,-0.01349635,-0.01162069,-0.00457460,-0.00823679,-0.00244395,-0.01105240
example_factor,2026-05-20,-0.02806954,-0.02507701,-0.03038403,-0.02623063,-0.02843991,0.00037037
example_factor,2026-05-21,0.01716092,0.01105715,0.01266007,0.01077603,0.02387591,-0.00671499
example_factor,2026-05-22,-0.01100724,-0.00503510,-0.00626772,-0.00601772,0.01028323,-0.02129047
example_factor,2026-05-25,-0.01749783,-0.01318463,-0.01366397,-0.01020777,-0.00716527,-0.01033256
example_factor,2026-05-26,-0.01865188,-0.01806519,-0.01885285,-0.01750852,-0.02410958,0.00545770
example_factor,2026-05-27,0.00423690,0.00055380,0.00578043,0.00744781,0.00603085,-0.00179395
example_factor,2026-05-28,-0.01268725,-0.01029584,-0.01339320,-0.01221776,-0.02560418,0.01291692
example_factor,2026-05-29,0.03202126,0.02466692,0.02895828,0.01629407,0.00714849,0.02487277
example_factor,2026-06-01,-0.02249670,-0.01602848,-0.01445822,-0.01309302,-0.00372480,-0.01877189
example_factor,2026-06-02,-0.01332160,-0.01303689,-0.01178822,-0.00769719,0.00673795,-0.02005955
example_factor,2026-06-03,-0.01692383,-0.01627700,-0.01736480,-0.01014899,-0.00432391,-0.01259992
example_factor,2026-06-04,0.01178282,0.00952470,0.01103791,0.00477544,-0.00178902,0.01357184
example_factor,2026-06-05,-0.02255978,-0.02483894,-0.02465513,-0.02353143,-0.03015809,0.00759830
example_factor,2026-06-08,0.00193956,0.00136562,0.00582238,0.00938535,0.02548015,-0.02354059
example_factor,2026-06-09,-0.00782312,-0.00740848,-0.00845313,-0.00847896,-0.01474440,0.00692128
example_factor,2026-06-10,-0.00768199,-0.01011317,-0.01289386,-0.00970557,-0.00901438,0.00133239
example_factor,2026-06-11,0.01578633,0.01389142,0.01267779,0.01479575,0.00468694,0.01109939
example_factor,2026-06-12,0.00095671,0.00237159,0.01545184,0.01182554,0.02297562,-0.02201891
example_factor,2026-06-15,-0.00557997,-0.00045151,0.00705004,0.00354149,0.01491944,-0.02049941
example_factor,2026-06-16,-0.02152379,-0.01558388,-0.01296503,-0.00933984,0.00192754,-0.02345134
example_factor,2026-06-17,-0.00646593,-0.00652916,-0.00950615,0.00139052,-0.01037439,0.00390846
example_factor,2026-06-18,0.00136403,0.00331724,0.00329253,0.00213203,0.01266800,-0.01130396
